weather.스,weather.stn_id,weather.pvn_nm,weather.bor_nm,weather.max_ta,weather.max_ws,weather.min_ta,weather.avg_ta,weather.avg_rhm,weather.avg_wa,weather.sum_rn
20180308,569,경기도,구리시,10.6,3.7,2.6,5,73,1.8,4.5
20180309,569,경기도,구리시,10.4,4,2,5.2,60,1.4,0
20180310,569,경기도,구리시,10.7,4.4,-0.6,4.7,65,1.8,0
20180311,569,경기도,구리시,13.1,4.6,2.6,6.9,51,1.8,0
20180312,569,경기도,구리시,16.3,3.6,0.1,7.5,52,1.4,0
20180313,569,경기도,구리시,19.5,5.8,2.3,11.9,62,2.2,0
20180314,569,경기도,구리시,23,4.9,13,17.1,55,1.8,0
20180315,569,경기도,구리시,16.2,4.6,7.5,12.5,86,1.6,25
20180316,569,경기도,구리시,11.5,5.1,3,6.7,47,3.5,0
20180317,569,경기도,구리시,14.5,3.1,0.4,7.1,48,1.6,0
20180318,569,경기도,구리시,13.3,2.3,5.1,8.6,57,1.1,0.5
20180319,569,경기도,구리시,10.8,5.2,5.9,8.2,63,2.7,1
20180320,569,경기도,구리시,9.7,6.7,1.8,5.1,41,4.4,0
20180321,569,경기도,구리시,4.9,5.2,1.7,2.8,54,3,0
20180322,569,경기도,구리시,13.1,5.1,-0.1,5.6,56,2,0
20180323,569,경기도,구리시,13.8,4,0.1,6.4,51,1.7,0
20180324,569,경기도,구리시,15,4.8,3.7,8.4,62,2,0
20180325,569,경기도,구리시,18.4,4.3,5.4,10.5,59,1.7,0
20180326,569,경기도,구리시,19,4.7,4.8,11.3,60,1.6,0
20180327,569,경기도,구리시,21.8,4.1,5.6,13.2,60,1.7,0
20180328,569,경기도,구리시,21.3,5.3,8,14.5,64,1.9,0
20180329,569,경기도,구리시,22.1,3.9,11.8,15.9,62,1.4,0
20180330,569,경기도,구리시,22.3,4.5,7.9,15.1,56,1.9,0
20180331,569,경기도,구리시,20.9,4.9,8.5,14.3,55,1.8,0
20180401,569,경기도,구리시,20,3.5,10.7,15.8,63,1.4,0
20180402,569,경기도,구리시,25.3,5,14.7,18.5,63,1.6,0
20180403,569,경기도,구리시,23,4.8,14.8,18.4,67,1.9,0
20180404,569,경기도,구리시,17.8,5.2,8.8,12.8,65,2.7,17
20180405,569,경기도,구리시,9.1,4.8,6.5,7.5,83,2.4,12
20180406,569,경기도,구리시,11.2,7.2,4,6.6,66,3.2,8
20180407,569,경기도,구리시,9.5,7.4,1.8,5,42,4.2,0
20180408,569,경기도,구리시,8.6,4.2,0.5,4.5,58,2,3.5
20180409,569,경기도,구리시,15.6,2.5,0,7.7,58,1.3,0
20180410,569,경기도,구리시,23.4,10.6,5.1,15.7,51,4.2,6
20180411,569,경기도,구리시,18.2,6.6,9.8,13.7,47,3.4,0
20180412,569,경기도,구리시,21.3,6.7,5.3,13.4,35,2.4,0
20180413,569,경기도,구리시,20.2,4.3,7,14.6,31,1.6,0
20180414,569,경기도,구리시,14.8,3.3,7.4,9.5,73,1.8,12
20180415,569,경기도,구리시,15.4,4.9,5.1,10.3,64,1.9,0
20180416,569,경기도,구리시,19.7,3.4,3.9,11.7,51,1.5,0
20180417,569,경기도,구리시,21.4,4,4.9,12.9,46,1.6,0
20180418,569,경기도,구리시,21.1,4.2,5.3,12.8,44,1.6,0
20180419,569,경기도,구리시,22.1,4,5.8,14.5,46,1.8,0
20180420,569,경기도,구리시,28,3.2,9.3,18.5,49,1.2,0
20180421,569,경기도,구리시,27.6,4,10.4,18.6,38,1.5,0
20180422,569,경기도,구리시,23.6,5.2,10.2,15.5,52,2,12.5
20180423,569,경기도,구리시,10.4,5.8,8.6,9.6,84,4,53
20180424,569,경기도,구리시,16,5.7,8.3,12.4,57,2.5,1.5
20180425,569,경기도,구리시,24.4,3.2,4.1,14.6,44,1.3,0
20180426,569,경기도,구리시,23.3,4.1,7.7,15,53,1.6,0
20180427,569,경기도,구리시,23.7,3.3,7.5,15.5,56,1.2,0
20180428,569,경기도,구리시,23.9,4.6,9,15.5,51,1.7,0
20180429,569,경기도,구리시,24.2,3.8,7.1,15.6,49,1.5,0
20180430,569,경기도,구리시,25.9,3.1,11.8,18.7,59,1.3,0
20180501,569,경기도,구리시,25.8,2.8,16.3,20.7,68,1,0
20180502,569,경기도,구리시,18.9,5.1,8.9,15.1,82,2.1,5.5
20180503,569,경기도,구리시,16.7,5.8,6.3,11.4,60,2,0.5
20180504,569,경기도,구리시,21.5,7.5,9.1,14.9,44,3,0
20180505,569,경기도,구리시,24.5,5.9,8.9,18.1,51,2.2,0
20180506,569,경기도,구리시,20.3,3.3,14.6,16.4,83,1.4,20.5
20180507,569,경기도,구리시,26.5,2.7,13.4,19.1,62,1,0
20180508,569,경기도,구리시,22.6,5.2,11.6,17.1,52,3.2,0
20180509,569,경기도,구리시,22,3.4,9.2,15.5,51,1.6,0
20180510,569,경기도,구리시,22.8,3.7,9.6,15.6,65,1.8,0
20180511,569,경기도,구리시,22.6,3.2,11.4,16.8,58,1.1,0
20180512,569,경기도,구리시,16.2,2.4,11.5,14,84,1.1,32.5
20180513,569,경기도,구리시,21.4,3.8,13,16.4,78,1.7,0
20180514,569,경기도,구리시,25.1,2.8,11.7,18.3,71,1.2,0
20180515,569,경기도,구리시,29.4,2.6,14.2,22.8,63,1.2,0
20180516,569,경기도,구리시,23.5,3.4,19.9,22.1,89,0.8,46
20180517,569,경기도,구리시,24.5,6.2,19.3,21.2,91,0.9,104.5
20180518,569,경기도,구리시,20.1,2.4,12.1,16,81,0.6,8
20180519,569,경기도,구리시,25.1,0,11.2,17.9,47,0,0
20180520,569,경기도,구리시,22.8,9,10.4,16.9,40,1.4,0
20180521,569,경기도,구리시,23.9,3.1,12.6,18.3,45,0.8,0
20180522,569,경기도,구리시,23.7,0,13.7,18,75,0,13
20180523,569,경기도,구리시,24.3,0,12.9,17.9,58,0,7
20180524,569,경기도,구리시,24.9,4.2,10.4,18.3,53,0.8,0
20180525,569,경기도,구리시,26.9,3.6,11.9,19.2,53,1.4,0
20180526,569,경기도,구리시,30.6,3.6,11.9,21,53,1.3,0
20180527,569,경기도,구리시,26.2,2.8,15.5,20.4,53,1.2,0
20180528,569,경기도,구리시,30.2,3.4,13.4,21.7,55,1.2,0
20180529,569,경기도,구리시,27,3.1,18.6,22,65,1.4,1
20180530,569,경기도,구리시,26.6,4.2,16.4,20.8,63,1.8,0
20180531,569,경기도,구리시,28.3,2.8,13.4,21.1,60,1.4,0
20180601,569,경기도,구리시,31.8,3.9,15.9,23.9,53,1.6,0
20180602,569,경기도,구리시,31.6,3.5,15.6,23.2,47,1.5,0
20180603,569,경기도,구리시,31.3,2.7,13.9,22.9,46,1.3,0
20180604,569,경기도,구리시,28.9,3.6,15.6,22.5,52,1.4,0
20180605,569,경기도,구리시,30.5,2.7,17,23.6,54,1.2,0
20180606,569,경기도,구리시,29.5,3.2,16.7,23.4,59,1.3,0
20180607,569,경기도,구리시,30.2,3.1,16.8,23,63,1.3,0
20180608,569,경기도,구리시,27.6,2.1,18.2,22.3,64,1.2,0
20180609,569,경기도,구리시,29.9,4,18.5,23.4,58,2.1,0
20180610,569,경기도,구리시,25.4,3.7,17.5,21.2,59,2.1,0.5
20180611,569,경기도,구리시,24.6,3.2,17.8,20.8,61,1.7,1
20180612,569,경기도,구리시,28,3.6,16.7,21.5,60,1.5,0
20180613,569,경기도,구리시,27.8,2.8,17,22.3,63,1.2,0
20180614,569,경기도,구리시,26.4,3.2,19,21.8,69,1.7,1.5
20180615,569,경기도,구리시,27.7,4.2,17.6,21.7,55,2.6,0
20180616,569,경기도,구리시,28.7,3.6,15.9,22.1,54,1.6,0
20180617,569,경기도,구리시,27.9,2.5,17.1,22.4,66,1,0
20180618,569,경기도,구리시,31.9,3,18.4,25,54,1.3,0
20180619,569,경기도,구리시,28.4,3.5,17.3,22.6,59,1.5,0
20180620,569,경기도,구리시,30.6,3.7,17.9,23.5,61,1.6,0
20180621,569,경기도,구리시,30.1,3.6,18.9,24.1,54,1.6,0
20180622,569,경기도,구리시,33.4,3.4,16.5,25,45,1.3,0
20180623,569,경기도,구리시,31,4.4,19.1,24.7,51,1.8,0
20180624,569,경기도,구리시,34.2,3.4,18.9,25.5,58,1.7,0
20180625,569,경기도,구리시,34,2.2,19.5,26.8,55,1.1,0
20180626,569,경기도,구리시,26.2,6.5,19,22.2,82,2.2,72
20180627,569,경기도,구리시,26.8,4.1,18.6,23.1,76,1.6,1
20180628,569,경기도,구리시,28.9,4.9,19.4,23.6,77,1.2,18.5
20180629,569,경기도,구리시,30.6,2.8,20.7,24.9,72,1.3,1.5
20180630,569,경기도,구리시,30.5,6.4,20.6,24.6,76,1.1,22.5
20180701,569,경기도,구리시,22.6,3.6,20.6,21.5,91,1.1,83.5
20180702,569,경기도,구리시,24.1,3.8,20.4,22,90,1.1,56.5
20180703,569,경기도,구리시,33,4.7,21.7,26.1,76,1.3,1.5
20180704,569,경기도,구리시,32.7,3.2,22.5,27.3,67,1.6,0
20180705,569,경기도,구리시,31.1,3.9,22.1,25.1,71,1.7,4.5
20180706,569,경기도,구리시,28.2,4.5,21,23.5,57,2.9,0
20180707,569,경기도,구리시,28.6,4.8,19.4,23.1,52,3.2,0
20180708,569,경기도,구리시,28.8,4.4,16.9,22.6,56,2.4,0
20180709,569,경기도,구리시,23.1,3.8,19,20.3,78,2.2,9
20180710,569,경기도,구리시,26.8,2.3,20.2,23.7,82,1.3,19
20180711,569,경기도,구리시,31.9,3.8,23.4,26.9,79,1,2.5
20180712,569,경기도,구리시,31.2,4,23.9,27.2,76,1.4,0
20180713,569,경기도,구리시,32.5,3,23.4,27.4,72,1.1,0
20180714,569,경기도,구리시,33.2,2.9,23.3,28,68,1.2,0
20180715,569,경기도,구리시,34.4,2.6,22.9,28.2,67,1.1,0
20180716,569,경기도,구리시,34.4,3.3,23.1,28.6,65,1.2,0
20180717,569,경기도,구리시,32.8,3.1,22.2,27.8,66,1.3,0
20180718,569,경기도,구리시,34.4,2.6,22,28,64,1.2,0
20180719,569,경기도,구리시,35,2.7,22.1,28.5,64,1.2,0
20180720,569,경기도,구리시,35.3,2.5,22.9,29.1,63,1.2,0
20180721,569,경기도,구리시,36.9,2.2,23.1,29.7,58,1.1,0
20180722,569,경기도,구리시,37.4,2.3,23,30.5,58,1.1,0
20180723,569,경기도,구리시,36.1,2.5,26.9,31,59,1.1,0
20180724,569,경기도,구리시,37,2.2,25.6,31.1,62,1.1,0
20180725,569,경기도,구리시,35,3.5,27.6,30.3,63,1.7,0
20180726,569,경기도,구리시,35.1,1.9,25.6,30,66,0.9,0
20180727,569,경기도,구리시,37.2,2.4,26.4,31.2,67,1.1,0
20180728,569,경기도,구리시,37.7,3.1,27.6,30.6,69,1.2,0
20180729,569,경기도,구리시,37.2,5,25.3,31.2,51,2.2,0
20180730,569,경기도,구리시,37.4,3.2,24.6,31.6,52,1.7,0
20180731,569,경기도,구리시,38.3,2.6,26.3,31.9,51,1.5,0
20180801,569,경기도,구리시,41,2.1,26,33.3,55,1.2,0
20180802,569,경기도,구리시,38.7,2,28.6,33.4,55,1.2,0
20180803,569,경기도,구리시,39.6,3.2,28.9,32.9,57,1.4,0
20180804,569,경기도,구리시,35.6,3.3,27.8,31,59,1.6,0
20180805,569,경기도,구리시,35.9,3.8,26.6,30.6,65,1.7,0
20180806,569,경기도,구리시,36.3,3.2,26.5,30.5,68,1.3,15.5
20180807,569,경기도,구리시,35.3,3.1,26.4,30.2,64,1.6,0
20180808,569,경기도,구리시,36.6,3.3,25.9,31.1,64,1.2,0
20180809,569,경기도,구리시,34.1,3.2,26.6,29.2,72,1.2,0
20180810,569,경기도,구리시,36.4,3.1,25.4,30.8,60,1.3,0
20180811,569,경기도,구리시,36,3.5,25.2,30.3,56,2,0
20180812,569,경기도,구리시,35.7,2.8,26.2,30.5,59,1.5,0
20180813,569,경기도,구리시,35.4,3.9,25.7,30.5,69,1.3,5
20180814,569,경기도,구리시,37.5,3.4,26.7,31.1,63,1.2,0
20180815,569,경기도,구리시,38.8,5.4,26.4,31.1,61,1.4,0
20180816,569,경기도,구리시,34.5,5.4,23.8,29.4,52,2.9,0
20180817,569,경기도,구리시,33.4,4.2,21.2,26.7,43,2.7,0
20180818,569,경기도,구리시,31.2,3.1,19.6,25.8,50,1.4,0
20180819,569,경기도,구리시,33.6,2.4,21.6,27.1,55,1.3,0
20180820,569,경기도,구리시,33.7,4.9,24.4,28.9,55,2.1,0
20180821,569,경기도,구리시,31.7,5.2,23.3,26.6,70,2.2,3
20180822,569,경기도,구리시,37.4,3,22.2,30.7,55,1.4,0
20180823,569,경기도,구리시,32.3,4.9,25.9,29.4,58,2.9,0.5
20180824,569,경기도,구리시,28.3,4,23.3,24.1,83,2,13
20180825,569,경기도,구리시,30.2,3.8,21.6,25.5,67,2,0
20180826,569,경기도,구리시,29.8,4,19.4,22.8,72,1.6,1.5
20180827,569,경기도,구리시,25.9,3.1,19.5,22.8,86,1.1,28.5
20180828,569,경기도,구리시,27,5.1,22,23.8,86,1.3,106.5
20180829,569,경기도,구리시,29.4,3.8,22.3,24.6,84,1.9,32.5
20180830,569,경기도,구리시,30,3,23.2,25.6,81,1.1,11.5
20180831,569,경기도,구리시,31.5,2.7,21.7,25.8,66,1.2,0
20180901,569,경기도,구리시,30.8,4.4,19.7,25.4,60,2,0
20180902,569,경기도,구리시,29.6,4.6,18.9,24.6,59,1.8,0
20180903,569,경기도,구리시,26.6,3.6,20.7,23.1,80,1.2,49
20180904,569,경기도,구리시,28.6,4.1,20.2,23.5,67,1.4,0
20180905,569,경기도,구리시,28.9,6,18.8,24.1,59,2.3,0
20180906,569,경기도,구리시,28.9,4.1,18.6,22.6,76,1.4,4.5
20180907,569,경기도,구리시,26.9,3.7,16.9,21.5,62,1.7,4.5
20180908,569,경기도,구리시,27.4,3.1,13.6,20.3,61,1.2,0
20180909,569,경기도,구리시,28.3,3.7,13.8,21,59,1.1,0
20180910,569,경기도,구리시,28,3.9,18.5,22.5,54,2.2,0
20180911,569,경기도,구리시,25.9,4.3,15.9,21.1,53,2.2,0
20180912,569,경기도,구리시,27.8,3.4,15.9,21.8,59,1.5,0
20180913,569,경기도,구리시,27.7,2.9,18.8,22.4,68,1.5,0
20180914,569,경기도,구리시,26.2,3.1,18.5,22.6,71,1.4,1
20180915,569,경기도,구리시,25.8,3,20.5,22.7,76,1.2,0
20180916,569,경기도,구리시,25.2,1.9,20.9,22.1,81,0.9,1.5
20180917,569,경기도,구리시,28.4,2.6,18,22.3,63,1.2,0.5
20180918,569,경기도,구리시,28,2.4,16.2,21.4,64,1.2,0
20180919,569,경기도,구리시,26.5,2.2,17.7,21.4,65,1,0
20180920,569,경기도,구리시,20,3.6,17.4,18.6,81,2,6.5
20180921,569,경기도,구리시,21.5,3.6,17.3,19.1,84,1.5,19
20180922,569,경기도,구리시,26.8,3.9,14.6,20.5,65,1.4,0.5
20180923,569,경기도,구리시,25.7,3.5,13.6,18.9,56,1.6,0
20180924,569,경기도,구리시,22.8,3.2,11.2,16.5,55,1.1,0
20180925,569,경기도,구리시,24.2,3.5,9.1,16.8,59,1.4,0
20180926,569,경기도,구리시,24.7,4.1,14.9,18.7,53,2.2,0
20180927,569,경기도,구리시,24.9,3.3,12.1,18.4,53,1.5,0
20180928,569,경기도,구리시,21.9,3.4,13.4,16.9,65,1.8,0
20180929,569,경기도,구리시,26.3,2.8,12.5,19.1,64,1.1,0
20180930,569,경기도,구리시,23.6,4.4,13.6,17.5,56,1.8,0
20181001,569,경기도,구리시,20.3,4.8,12.3,15.2,55,2.2,0
20181002,569,경기도,구리시,22.3,3.1,8.7,15.1,63,1.2,0
20181003,569,경기도,구리시,24.5,2.1,9.2,16,64,1,0
20181004,569,경기도,구리시,25.8,3.3,10.9,18.4,62,1.4,0
20181005,569,경기도,구리시,18.5,3.2,14.8,16.8,81,1.6,38
20181006,569,경기도,구리시,22.2,4.7,15.6,18.2,78,2.2,90
20181007,569,경기도,구리시,22.5,2.7,11.4,16.5,61,1.1,0
20181008,569,경기도,구리시,20.8,2.1,7.1,13.2,59,1,0
20181009,569,경기도,구리시,20.1,3.2,8.2,14.7,60,1,0
20181010,569,경기도,구리시,16.6,3.9,6.9,12.4,59,1.7,5.5
20181011,569,경기도,구리시,15.1,4.7,3.9,9.6,56,1.5,0
20181012,569,경기도,구리시,16.7,2.4,3.3,9.8,63,1,0
20181013,569,경기도,구리시,19.2,2,4.7,11.2,63,1,0
20181014,569,경기도,구리시,19.7,2.3,5,12.1,63,1.1,0
20181015,569,경기도,구리시,21.6,2.5,8.5,13.9,72,1,0
20181016,569,경기도,구리시,20.8,2,8.5,13.3,65,1,0
20181017,569,경기도,구리시,19.2,3,7.2,11.7,61,1.1,0
20181018,569,경기도,구리시,19.1,4.7,5.2,11.8,63,1.8,0
20181019,569,경기도,구리시,20.5,2.1,6.3,12.3,59,1,0
20181020,569,경기도,구리시,20.7,2,5.2,11.5,61,1,0
20181021,569,경기도,구리시,20.3,2.3,4.4,11.6,60,1,0
20181022,569,경기도,구리시,20.4,1.9,6.6,12.6,62,0.9,0
20181023,569,경기도,구리시,16.5,4.1,7.4,11.3,78,1.1,4
20181024,569,경기도,구리시,19,2.8,6.5,11.4,71,1,0
20181025,569,경기도,구리시,20.6,2,5.4,12.5,65,0.9,0
20181026,569,경기도,구리시,14.8,4.7,9,12.1,72,1.5,12
20181027,569,경기도,구리시,12.9,5.6,4.7,8.9,49,2.4,0
20181028,569,경기도,구리시,13.6,6.3,2.9,7.6,79,1.1,5.5
20181029,569,경기도,구리시,12.7,4.1,3,7.3,63,1.6,0
20181030,569,경기도,구리시,11.9,3.1,-0.4,6.3,55,1.3,0
20181031,569,경기도,구리시,12.9,3,2.4,6.8,60,1.1,0
20181101,569,경기도,구리시,15.7,2.3,0.5,7.2,66,0.9,0
20181102,569,경기도,구리시,18.3,1.9,2.3,9.2,61,0.9,0
20181103,569,경기도,구리시,19.2,2.4,3,9.7,60,1,0
20181104,569,경기도,구리시,19.4,2.7,2.9,10.2,61,1,0
20181105,569,경기도,구리시,18.2,2.1,5.1,10.8,66,0.9,0
20181106,569,경기도,구리시,17.4,1.5,6.2,11.2,71,0.7,0
20181107,569,경기도,구리시,16.8,3.3,9.9,13,76,1.6,1.5
20181108,569,경기도,구리시,15.1,4.9,10.9,12.6,87,2.5,55.5
20181109,569,경기도,구리시,15.7,5.9,10.5,12.6,65,3.4,1
20181110,569,경기도,구리시,17.4,3.7,6.8,11.8,66,1.3,0
20181111,569,경기도,구리시,12,2,4.6,8.2,70,1,0
20181112,569,경기도,구리시,15,2.4,2.3,7.7,60,0.9,0
20181113,569,경기도,구리시,15.8,2.3,2.8,8.3,63,1.1,0
20181114,569,경기도,구리시,16.5,2,3.5,9.2,62,1,0
20181115,569,경기도,구리시,16.7,1.8,2.9,8.7,64,0.8,0
20181116,569,경기도,구리시,14.8,3.4,4.2,8.5,67,1.3,0
20181117,569,경기도,구리시,11.5,2.9,0.8,5.7,55,1.2,0
20181118,569,경기도,구리시,11.2,2.5,-0.1,5.7,55,1,0
20181119,569,경기도,구리시,12.6,3.1,1.7,6,60,1.1,0
20181120,569,경기도,구리시,13,3.5,-1.3,5.7,49,1.3,0
20181121,569,경기도,구리시,9.3,3.9,1.9,5.5,68,1,0.5
20181122,569,경기도,구리시,7.8,4.5,-1.7,2.7,39,1.8,0
20181123,569,경기도,구리시,7,2.2,-4,1.3,41,1,0
20181124,569,경기도,구리시,4.8,3.1,-0.2,2.8,69,1.6,9
20181125,569,경기도,구리시,8.1,2.2,0.5,3.8,81,1.1,0
20181126,569,경기도,구리시,12.6,2.7,0.1,5,76,1.4,0
20181127,569,경기도,구리시,10.7,2.6,0.8,5.6,72,1.1,0
20181128,569,경기도,구리시,10.7,2.3,1.3,4.8,36,1,0
20181129,569,경기도,구리시,7.3,2,-0.9,2.9,52,0.9,0
20181130,569,경기도,구리시,8.2,2.6,-2.8,2.2,51,1.1,0
20181201,569,경기도,구리시,11.6,1.7,-1.9,4.1,50,0.9,0
20181202,569,경기도,구리시,12.7,3,-1,6.9,56,1.3,0
20181203,569,경기도,구리시,11.3,3.5,7,10.2,82,1.5,7.5
20181204,569,경기도,구리시,11.2,4,0.1,7.7,69,1.5,7.5
20181205,569,경기도,구리시,4.1,2.9,-3.4,0.7,41,1.6,0
20181206,569,경기도,구리시,7.5,4.9,-0.5,2.6,53,1.8,0
20181207,569,경기도,구리시,-0.5,4.7,-9.5,-6.8,35,2.6,0
20181208,569,경기도,구리시,-3.3,4.7,-11,-7.9,36,2.1,0
20181209,569,경기도,구리시,-2.5,2.7,-12.6,-7.1,34,1.2,0
20181210,569,경기도,구리시,3.6,1.8,-10,-3.6,41,1,0
20181211,569,경기도,구리시,2.7,2.8,-4,-0.4,55,1.2,0
20181212,569,경기도,구리시,2.9,2.9,-5.2,-1.7,45,1.3,0
20181213,569,경기도,구리시,3,4.6,-5.7,-2.3,54,1.7,0
20181214,569,경기도,구리시,1,2.8,-9.2,-4.5,51,1.2,0
20181215,569,경기도,구리시,2.5,1.8,-9.5,-3.5,54,1,0
20181216,569,경기도,구리시,2.6,1.8,-4.5,-0.4,63,0.9,0
20181217,569,경기도,구리시,6.1,3.7,-3.8,1.5,58,1.3,0
20181218,569,경기도,구리시,7.7,4.5,-5,NA,NA,1.4,0
20181220,569,경기도,구리시,10,1.9,-2.7,1.9,53,1,0
20181221,569,경기도,구리시,10.1,2,-1.9,4.6,49,0.9,0
20181222,569,경기도,구리시,12.8,2.4,1.3,6.2,50,1,0
20181223,569,경기도,구리시,8.9,5.3,-2.6,3.2,42,1.7,0
20181224,569,경기도,구리시,3,2.8,-6.3,-2.5,41,1.2,0
20181225,569,경기도,구리시,4.7,2.7,-6,0,53,1.2,0
20181226,569,경기도,구리시,3.7,3.8,-6,-0.6,37,2,0
20181227,569,경기도,구리시,-6,4.2,-12.4,-9.4,27,2.6,0
20181228,569,경기도,구리시,-5.7,2.7,-14,-10.3,35,1.5,0
20181229,569,경기도,구리시,-2.7,3.9,-11.6,-7.2,30,2,0
20181230,569,경기도,구리시,-1.4,2.4,-13.1,-7.8,46,1,0
20181231,569,경기도,구리시,0.3,2.7,-12.1,-6.3,47,1.2,0
20160101,570,인천광역시,서구,5.3,2,-3.4,1.8,NA,0.6,0
20160102,570,인천광역시,서구,11.5,3.4,3,6.9,NA,0.9,0
20160103,570,인천광역시,서구,8.6,2.2,3,5.7,NA,0.4,0
20160104,570,인천광역시,서구,5.5,3.6,-2.2,1.6,NA,1.2,0
20160105,570,인천광역시,서구,0.9,3.3,-4.7,-2.4,NA,1.2,0
20160106,570,인천광역시,서구,2.6,2.4,-5.5,-1.4,NA,0.8,0
20160107,570,인천광역시,서구,1.6,3.4,-6.5,-3.4,NA,1.1,0
20160108,570,인천광역시,서구,2.6,3.1,-7.9,-3.4,NA,0.9,0
20160109,570,인천광역시,서구,2.9,3.7,-6.7,-2.1,NA,1,0
20160110,570,인천광역시,서구,4.1,3.4,-4.3,0,NA,1.1,0
20160111,570,인천광역시,서구,-0.1,3,-7.9,-4.2,NA,1.2,0
20160112,570,인천광역시,서구,0.7,3.2,-10.1,-5.7,NA,1.1,0
20160113,570,인천광역시,서구,-1,3.5,-9.3,-5,NA,0.9,0.5
20160114,570,인천광역시,서구,1.2,3,-10,-4.5,NA,0.8,0
20160115,570,인천광역시,서구,4.4,2.7,-6.7,-0.9,NA,1.1,0
20160116,570,인천광역시,서구,3.9,3.1,-3,0.6,NA,1.7,0
20160117,570,인천광역시,서구,4.8,3.2,-2.4,0.9,NA,1.1,0
20160118,570,인천광역시,서구,1,5.1,-11.5,-5.8,NA,2.3,0
20160119,570,인천광역시,서구,-7.8,5.8,-14.7,-12,NA,2.3,0
20160120,570,인천광역시,서구,-5,2.4,-15,-10.5,NA,1,0
20160121,570,인천광역시,서구,-2,2.8,-10.8,-7.3,NA,1,0
20160122,570,인천광역시,서구,-3.4,3,-12.5,-7.4,NA,1.2,0
20160123,570,인천광역시,서구,-7.1,4.7,-15.9,-10.8,NA,2.3,0
20160124,570,인천광역시,서구,-9.5,4,-17.8,-13.7,NA,1.5,0
20160125,570,인천광역시,서구,-2.9,3.1,-15.1,-9,NA,1,0
20160126,570,인천광역시,서구,2.8,2.9,-8.3,-2.4,NA,0.9,0
20160127,570,인천광역시,서구,4.1,4.3,-6,-1.7,NA,1.1,0
20160128,570,인천광역시,서구,3.8,2.7,-7.1,-0.9,NA,0.9,0
20160129,570,인천광역시,서구,5.4,4.1,-1.1,1.5,NA,2.3,0
20160130,570,인천광역시,서구,5.4,4.3,-3.1,0.2,NA,2.1,0
20160131,570,인천광역시,서구,0.5,3,-7.8,-3.8,NA,1.1,0
20160201,570,인천광역시,서구,-1.1,3.3,-10.7,-6.4,NA,1.3,0
20160202,570,인천광역시,서구,0,3.5,-11.2,-5.6,NA,1,0
20160203,570,인천광역시,서구,4,4.1,-9,-2.8,NA,0.8,0
20160204,570,인천광역시,서구,4.9,3.8,-5.5,-0.8,NA,1,0
20160205,570,인천광역시,서구,3.7,3.5,-8,-2.4,NA,0.9,0
20160206,570,인천광역시,서구,1.9,3.5,-8.1,-3.5,NA,1.2,0
20160207,570,인천광역시,서구,2.8,3.6,-9.7,-3.3,NA,1,0
20160208,570,인천광역시,서구,6.8,5.4,-4.5,1.4,NA,1.9,0
20160209,570,인천광역시,서구,6.6,4.9,-5.2,0.2,NA,1.6,0
20160210,570,인천광역시,서구,9.7,3.4,-6.1,1.6,NA,0.8,0
20160211,570,인천광역시,서구,14.1,4.5,-1.2,8.6,NA,2.3,1
20160212,570,인천광역시,서구,10.6,4.5,7.5,9.2,NA,1.7,15
20160213,570,인천광역시,서구,15.7,4.4,4.2,11.1,NA,2,30.5
20160214,570,인천광역시,서구,4.4,5.7,-6.1,-2.2,NA,2.7,0
20160215,570,인천광역시,서구,-1.4,4.1,-9.1,-4.9,NA,2,0
20160216,570,인천광역시,서구,3.2,5.4,-6.8,-2,NA,1.5,0.5
20160217,570,인천광역시,서구,5.6,4.4,-4.3,0.5,NA,1.3,0
20160218,570,인천광역시,서구,8.1,5.5,-1.2,3.9,NA,2.3,0
20160219,570,인천광역시,서구,5,2.1,-1.6,1.6,NA,0.9,0
20160220,570,인천광역시,서구,6.6,3.7,-3.9,1.2,NA,1.5,0
20160221,570,인천광역시,서구,4.5,4.7,-5.1,-0.6,NA,1.3,0
20160222,570,인천광역시,서구,4.5,2.8,-2.6,1.4,NA,1,0
20160223,570,인천광역시,서구,5.3,3.9,-4,0.5,NA,1.6,0
20160224,570,인천광역시,서구,2,4,-8,-3.1,NA,1.6,0
20160225,570,인천광역시,서구,6.7,6.2,-6.2,0.3,NA,1.8,0
20160226,570,인천광역시,서구,6.7,3.1,-3.9,1.8,NA,1.1,0
20160227,570,인천광역시,서구,8.1,3.9,-1.6,2.7,NA,1.2,0
20160228,570,인천광역시,서구,4.3,4,-4.9,-0.5,NA,1.3,3.5
20160229,570,인천광역시,서구,-0.3,3.7,-6.9,-3.3,NA,1.6,0
20160301,570,인천광역시,서구,1.8,4.2,-8.2,-2.5,NA,1.5,0
20160302,570,인천광역시,서구,8.3,5.2,-1.9,3.4,NA,1.9,0
20160303,570,인천광역시,서구,12.5,3.3,4.2,8.5,NA,1.6,0
20160304,570,인천광역시,서구,19.9,4.2,7.7,13.5,NA,1.9,0
20160305,570,인천광역시,서구,14.7,3.4,6.3,11.1,NA,1.7,47
20160306,570,인천광역시,서구,12.5,3.1,2.8,7.1,NA,1.2,0
20160307,570,인천광역시,서구,12.2,3.8,3.1,7.5,NA,1.2,0
20160308,570,인천광역시,서구,6.7,3.5,-1.1,2.7,NA,1.8,0
